Code(LSB),Voltage(V),
83162.000000000000,3.172378540039
84676.000000000000,3.230133056641
86169.000000000000,3.287086486816
87643.000000000000,3.343315124512
89091.000000000000,3.398551940918
90521.000000000000,3.453102111816
91926.000000000000,3.506698608398
93306.000000000000,3.559341430664
94662.000000000000,3.611068725586
95995.000000000000,3.661918640137
97305.000000000000,3.711891174316
98584.000000000000,3.760681152344
99843.000000000000,3.808708190918
101076.000000000000,3.855743408203
102277.000000000000,3.901557922363
103459.000000000000,3.946647644043
104615.000000000000,3.990745544434
105738.000000000000,4.033584594727
106838.000000000000,4.075546264648
107911.000000000000,4.116477966309
108953.000000000000,4.156227111816
109973.000000000000,4.195137023926
110959.000000000000,4.232749938965
111919.000000000000,4.269371032715
112850.000000000000,4.304885864258
113752.000000000000,4.339294433594
114627.000000000000,4.372673034668
115468.000000000000,4.404754638672
116283.000000000000,4.435844421387
117066.000000000000,4.465713500977
117823.000000000000,4.494590759277
118548.000000000000,4.522247314453
119237.000000000000,4.548530578613
119902.000000000000,4.573898315430
120536.000000000000,4.598083496094
121132.000000000000,4.620819091797
121704.000000000000,4.642639160156
122246.000000000000,4.663314819336
122751.000000000000,4.682579040527
123230.000000000000,4.700851440430
123673.000000000000,4.717750549316
124087.000000000000,4.733543395996
124466.000000000000,4.748001098633
124821.000000000000,4.761543273926
125136.000000000000,4.773559570312
125420.000000000000,4.784393310547
125672.000000000000,4.794006347656
125893.000000000000,4.802436828613
126080.000000000000,4.809570312500
126238.000000000000,4.815597534180
126361.000000000000,4.820289611816
126450.000000000000,4.823684692383
126507.000000000000,4.825859069824
126537.000000000000,4.827003479004
126531.000000000000,4.826774597168
126493.000000000000,4.825325012207
126422.000000000000,4.822616577148
126322.000000000000,4.818801879883
126187.000000000000,4.813652038574
126018.000000000000,4.807205200195
125814.000000000000,4.799423217773
125581.000000000000,4.790534973145
125319.000000000000,4.780540466309
125021.000000000000,4.769172668457
124696.000000000000,4.756774902344
124332.000000000000,4.742889404297
123939.000000000000,4.727897644043
123514.000000000000,4.711685180664
123060.000000000000,4.694366455078
122574.000000000000,4.675827026367
122052.000000000000,4.655914306641
121502.000000000000,4.634933471680
120920.000000000000,4.612731933594
120309.000000000000,4.589424133301
119664.000000000000,4.564819335937
118990.000000000000,4.539108276367
118287.000000000000,4.512290954590
117551.000000000000,4.484214782715
116787.000000000000,4.455070495605
115994.000000000000,4.424819946289
115166.000000000000,4.393234252930
114313.000000000000,4.360694885254
113428.000000000000,4.326934814453
112519.000000000000,4.292259216309
111577.000000000000,4.256324768066
110602.000000000000,4.219131469727
109607.000000000000,4.181175231934
108583.000000000000,4.142112731934
107527.000000000000,4.101829528809
106445.000000000000,4.060554504395
105336.000000000000,4.018249511719
104196.000000000000,3.974761962891
103036.000000000000,3.930511474609
101845.000000000000,3.885078430176
100633.000000000000,3.838844299316
99390.000000000000,3.791427612305
98125.000000000000,3.743171691895
96830.000000000000,3.693771362305
95517.000000000000,3.643684387207
94174.000000000000,3.592453002930
92809.000000000000,3.540382385254
91422.000000000000,3.487472534180
90010.000000000000,3.433609008789
88573.000000000000,3.378791809082
87112.000000000000,3.323059082031
85633.000000000000,3.266639709473
84131.000000000000,3.209342956543
82608.000000000000,3.151245117187
81062.000000000000,3.092269897461
79493.000000000000,3.032417297363
77909.000000000000,2.971992492676
76301.000000000000,2.910652160645
74676.000000000000,2.848663330078
73030.000000000000,2.785873413086
71363.000000000000,2.722282409668
69684.000000000000,2.658233642578
67983.000000000000,2.593345642090
66267.000000000000,2.527885437012
64536.000000000000,2.461853027344
62786.000000000000,2.395095825195
61014.000000000000,2.327499389648
59235.000000000000,2.259635925293
57432.000000000000,2.190856933594
55620.000000000000,2.121734619141
53796.000000000000,2.052154541016
51954.000000000000,1.981887817383
50101.000000000000,1.911201477051
48234.000000000000,1.839981079102
46355.000000000000,1.768302917480
44463.000000000000,1.696128845215
42561.000000000000,1.623573303223
40646.000000000000,1.550521850586
38724.000000000000,1.477203369141
36788.000000000000,1.403350830078
34847.000000000000,1.329307556152
32894.000000000000,1.254806518555
30930.000000000000,1.179885864258
28965.000000000000,1.104927062988
26991.000000000000,1.029624938965
25003.000000000000,0.953788757324
23017.000000000000,0.878028869629
21020.000000000000,0.801849365234
19020.000000000000,0.725555419922
17014.000000000000,0.649032592773
15004.000000000000,0.572357177734
12990.000000000000,0.495529174805
10975.000000000000,0.418663024902
8954.000000000000,0.341567993164
6930.000000000000,0.264358520508
4908.000000000000,0.187225341797
2884.000000000000,0.110015869141
858.000000000000,0.032730102539
-1174.000000000000,-0.044784545898
-3196.000000000000,-0.121917724609
-5218.000000000000,-0.199050903320
-7245.000000000000,-0.276374816895
-9264.000000000000,-0.353393554687
-11287.000000000000,-0.430564880371
-13302.000000000000,-0.507431030273
-15315.000000000000,-0.584220886230
-17325.000000000000,-0.660896301270
-19328.000000000000,-0.737304687500
-21329.000000000000,-0.813636779785
-23320.000000000000,-0.889587402344
-25311.000000000000,-0.965538024902
-27292.000000000000,-1.041107177734
-29269.000000000000,-1.116523742676
-31235.000000000000,-1.191520690918
-33197.000000000000,-1.266365051270
-35147.000000000000,-1.340751647949
-37086.000000000000,-1.414718627930
-39024.000000000000,-1.488647460937
-40941.000000000000,-1.561775207520
-42853.000000000000,-1.634712219238
-44756.000000000000,-1.707305908203
-46649.000000000000,-1.779518127441
-48519.000000000000,-1.850852966309
-50391.000000000000,-1.922264099121
-52242.000000000000,-1.992874145508
-54079.000000000000,-2.062950134277
-55903.000000000000,-2.132530212402
